part_id	name
5190	BBa_S03175
5191	BBa_I6117
5192	BBa_S03176
5349	BBa_F2622
5193	BBa_I13920
5194	BBa_I13921
5195	BBa_I13922
5356	BBa_E2050
5360	BBa_R0085
5365	BBa_E3030
5335	BBa_I6401
5201	BBa_I11003
5368	BBa_I13799
5340	BBa_I7100
5312	BBa_M0020
5300	BBa_I15008
5229	BBa_I13274
5367	BBa_I7102
5305	BBa_I13973
5197	BBa_C0063
5198	BBa_C0163
5202	BBa_I11004
5203	BBa_I11005
5204	BBa_I11006
5205	BBa_I11007
5206	BBa_I11008
5207	BBa_I12036
5208	BBa_I12037
5209	BBa_I12038
5210	BBa_I12039
5211	BBa_I12040
5213	BBa_I12042
5214	BBa_I12043
5215	BBa_I12045
5216	BBa_I12044
5217	BBa_I12046
5218	BBa_I12047
5220	BBa_I13940
5221	BBa_I13941
5222	BBa_I13942
5223	BBa_I13943
5224	BBa_I13950
5225	BBa_I13951
5226	BBa_C0260
5227	BBa_C0261
5228	BBa_I15006
5230	BBa_R0001
5231	BBa_I13700
5232	BBa_I13701
5233	BBa_I13702
5234	BBa_I13204
5235	BBa_I15007
5752	BBa_I13522
5238	BBa_I12240
5239	BBa_I12241
5240	BBa_I12242
5241	BBa_I12233
5242	BBa_I12244
5243	BBa_I12243
5244	BBa_C0056
5245	BBa_I11010
5246	BBa_I11012
5247	BBa_I11013
5248	BBa_I11020
5249	BBa_I11030
5250	BBa_I11021
5251	BBa_I11022
5252	BBa_I11031
5253	BBa_I11023
5254	BBa_I11032
5255	BBa_I11060
5256	BBa_I11033
5257	BBa_I11061
5259	BBa_I12050
5260	BBa_I12051
5261	BBa_I12052
5262	BBa_I12053
5263	BBa_E1011
5302	BBa_I15010
5264	BBa_I12054
5301	BBa_I15009
5265	BBa_I12055
5266	BBa_I12056
5267	BBa_I12057
5268	BBa_I12058
5269	BBa_I12059
5270	BBa_I12060
5298	BBa_I11062
5271	BBa_I11050
5272	BBa_I11051
5273	BBa_I11052
5274	BBa_I11053
5275	BBa_I11040
5276	BBa_I11041
5277	BBa_I11042
5279	BBa_I11043
5281	BBa_I11101
5282	BBa_I11024
5284	BBa_I11071
5285	BBa_I11072
5286	BBa_I11073
5287	BBa_I11082
5288	BBa_I11081
5289	BBa_I11074
5290	BBa_I11080
5291	BBa_I11075
5292	BBa_I11079
5293	BBa_I11076
5294	BBa_I11078
5295	BBa_I11077
5299	BBa_I11063
5303	BBa_G00700
5304	BBa_G00701
5306	BBa_I13904
5307	BBa_I13905
5309	BBa_E0040
5310	BBa_E0044
5311	BBa_I4285
5313	BBa_M0021
5314	BBa_M0022
5315	BBa_M0023
5316	BBa_M0024
5317	BBa_M0025
5318	BBa_M0026
5319	BBa_M0027
5320	BBa_M0028
5321	BBa_M0029
5322	BBa_M0030
5323	BBa_M0031
5324	BBa_M0032
5325	BBa_M0033
5326	BBa_M0040
5327	BBa_M0042
5328	BBa_M0044
5329	BBa_M0046
5330	BBa_I13975
5331	BBa_I13976
5332	BBa_I13974
5333	BBa_I13906
5334	BBa_I13977
5336	BBa_I6402
5337	BBa_S10000
5338	BBa_E0840
5339	BBa_E0240
5341	BBa_I7101
5342	BBa_I7150
5343	BBa_I7151
5344	BBa_E0844
5345	BBa_E0244
5346	BBa_I13261
5350	BBa_I0100
5351	BBa_I13908
5352	BBa_I13907
5355	BBa_I13998
5357	BBa_E2060
5358	BBa_E2020
5359	BBa_E2030
5362	BBa_R00100
6601	BBa_Z0141
6768	BBa_J44000
6772	BBa_J45001
6773	BBa_J45002
5382	BBa_Z0251
5383	BBa_Z0252
5384	BBa_Z0101
5385	BBa_Z0102
5386	BBa_Z0103
5387	BBa_Z0104
5388	BBa_Z0105
5389	BBa_Z0106
5390	BBa_Z0107
5391	BBa_Z0108
5392	BBa_Z0109
5393	BBa_Z0110
5394	BBa_Z0111
5395	BBa_Z0112
5396	BBa_Z0113
5397	BBa_Z0114
5398	BBa_I13401
5399	BBa_I7104
